5 Minutes,Lane 1 Flow (Veh/5 Minutes),# Lane Points,% Observed,SCATS
1/10/2006 0:00,34,1,100,3180
1/10/2006 0:15,41,1,100,3180
1/10/2006 0:30,33,1,100,3180
1/10/2006 0:45,30,1,100,3180
1/10/2006 1:00,30,1,100,3180
1/10/2006 1:15,17,1,100,3180
1/10/2006 1:30,21,1,100,3180
1/10/2006 1:45,9,1,100,3180
1/10/2006 2:00,17,1,100,3180
1/10/2006 2:15,10,1,100,3180
1/10/2006 2:30,10,1,100,3180
1/10/2006 2:45,6,1,100,3180
1/10/2006 3:00,10,1,100,3180
1/10/2006 3:15,12,1,100,3180
1/10/2006 3:30,5,1,100,3180
1/10/2006 3:45,10,1,100,3180
1/10/2006 4:00,13,1,100,3180
1/10/2006 4:15,7,1,100,3180
1/10/2006 4:30,6,1,100,3180
1/10/2006 4:45,3,1,100,3180
1/10/2006 5:00,7,1,100,3180
1/10/2006 5:15,7,1,100,3180
1/10/2006 5:30,8,1,100,3180
1/10/2006 5:45,13,1,100,3180
1/10/2006 6:00,12,1,100,3180
1/10/2006 6:15,18,1,100,3180
1/10/2006 6:30,21,1,100,3180
1/10/2006 6:45,27,1,100,3180
1/10/2006 7:00,23,1,100,3180
1/10/2006 7:15,30,1,100,3180
1/10/2006 7:30,24,1,100,3180
1/10/2006 7:45,39,1,100,3180
1/10/2006 8:00,35,1,100,3180
1/10/2006 8:15,51,1,100,3180
1/10/2006 8:30,56,1,100,3180
1/10/2006 8:45,65,1,100,3180
1/10/2006 9:00,64,1,100,3180
1/10/2006 9:15,87,1,100,3180
1/10/2006 9:30,102,1,100,3180
1/10/2006 9:45,85,1,100,3180
1/10/2006 10:00,88,1,100,3180
1/10/2006 10:15,123,1,100,3180
1/10/2006 10:30,86,1,100,3180
1/10/2006 10:45,119,1,100,3180
1/10/2006 11:00,96,1,100,3180
1/10/2006 11:15,114,1,100,3180
1/10/2006 11:30,106,1,100,3180
1/10/2006 11:45,114,1,100,3180
1/10/2006 12:00,106,1,100,3180
1/10/2006 12:15,122,1,100,3180
1/10/2006 12:30,129,1,100,3180
1/10/2006 12:45,112,1,100,3180
1/10/2006 13:00,113,1,100,3180
1/10/2006 13:15,109,1,100,3180
1/10/2006 13:30,122,1,100,3180
1/10/2006 13:45,127,1,100,3180
1/10/2006 14:00,133,1,100,3180
1/10/2006 14:15,115,1,100,3180
1/10/2006 14:30,119,1,100,3180
1/10/2006 14:45,104,1,100,3180
1/10/2006 15:00,137,1,100,3180
1/10/2006 15:15,122,1,100,3180
1/10/2006 15:30,103,1,100,3180
1/10/2006 15:45,122,1,100,3180
1/10/2006 16:00,129,1,100,3180
1/10/2006 16:15,90,1,100,3180
1/10/2006 16:30,113,1,100,3180
1/10/2006 16:45,113,1,100,3180
1/10/2006 17:00,123,1,100,3180
1/10/2006 17:15,120,1,100,3180
1/10/2006 17:30,116,1,100,3180
1/10/2006 17:45,98,1,100,3180
1/10/2006 18:00,103,1,100,3180
1/10/2006 18:15,118,1,100,3180
1/10/2006 18:30,75,1,100,3180
1/10/2006 18:45,100,1,100,3180
1/10/2006 19:00,72,1,100,3180
1/10/2006 19:15,66,1,100,3180
1/10/2006 19:30,70,1,100,3180
1/10/2006 19:45,61,1,100,3180
1/10/2006 20:00,46,1,100,3180
1/10/2006 20:15,52,1,100,3180
1/10/2006 20:30,49,1,100,3180
1/10/2006 20:45,68,1,100,3180
1/10/2006 21:00,67,1,100,3180
1/10/2006 21:15,56,1,100,3180
1/10/2006 21:30,46,1,100,3180
1/10/2006 21:45,47,1,100,3180
1/10/2006 22:00,33,1,100,3180
1/10/2006 22:15,31,1,100,3180
1/10/2006 22:30,40,1,100,3180
1/10/2006 22:45,19,1,100,3180
1/10/2006 23:00,15,1,100,3180
1/10/2006 23:15,17,1,100,3180
1/10/2006 23:30,13,1,100,3180
1/10/2006 23:45,12,1,100,3180
2/10/2006 0:00,3,1,100,3180
2/10/2006 0:15,13,1,100,3180
2/10/2006 0:30,5,1,100,3180
2/10/2006 0:45,7,1,100,3180
2/10/2006 1:00,6,1,100,3180
2/10/2006 1:15,5,1,100,3180
2/10/2006 1:30,2,1,100,3180
2/10/2006 1:45,3,1,100,3180
2/10/2006 2:00,6,1,100,3180
2/10/2006 2:15,6,1,100,3180
2/10/2006 2:30,5,1,100,3180
2/10/2006 2:45,6,1,100,3180
2/10/2006 3:00,3,1,100,3180
2/10/2006 3:15,4,1,100,3180
2/10/2006 3:30,1,1,100,3180
2/10/2006 3:45,3,1,100,3180
2/10/2006 4:00,2,1,100,3180
2/10/2006 4:15,5,1,100,3180
2/10/2006 4:30,8,1,100,3180
2/10/2006 4:45,10,1,100,3180
2/10/2006 5:00,10,1,100,3180
2/10/2006 5:15,8,1,100,3180
2/10/2006 5:30,19,1,100,3180
2/10/2006 5:45,20,1,100,3180
2/10/2006 6:00,37,1,100,3180
2/10/2006 6:15,57,1,100,3180
2/10/2006 6:30,69,1,100,3180
2/10/2006 6:45,103,1,100,3180
2/10/2006 7:00,174,1,100,3180
2/10/2006 7:15,245,1,100,3180
2/10/2006 7:30,282,1,100,3180
2/10/2006 7:45,350,1,100,3180
2/10/2006 8:00,351,1,100,3180
2/10/2006 8:15,296,1,100,3180
2/10/2006 8:30,316,1,100,3180
2/10/2006 8:45,328,1,100,3180
2/10/2006 9:00,182,1,100,3180
2/10/2006 9:15,161,1,100,3180
2/10/2006 9:30,159,1,100,3180
2/10/2006 9:45,114,1,100,3180
2/10/2006 10:00,130,1,100,3180
2/10/2006 10:15,121,1,100,3180
2/10/2006 10:30,122,1,100,3180
2/10/2006 10:45,114,1,100,3180
2/10/2006 11:00,126,1,100,3180
2/10/2006 11:15,105,1,100,3180
2/10/2006 11:30,107,1,100,3180
2/10/2006 11:45,132,1,100,3180
2/10/2006 12:00,119,1,100,3180
2/10/2006 12:15,112,1,100,3180
2/10/2006 12:30,123,1,100,3180
2/10/2006 12:45,114,1,100,3180
2/10/2006 13:00,105,1,100,3180
2/10/2006 13:15,112,1,100,3180
2/10/2006 13:30,109,1,100,3180
2/10/2006 13:45,102,1,100,3180
2/10/2006 14:00,99,1,100,3180
2/10/2006 14:15,115,1,100,3180
2/10/2006 14:30,130,1,100,3180
2/10/2006 14:45,135,1,100,3180
2/10/2006 15:00,174,1,100,3180
2/10/2006 15:15,169,1,100,3180
2/10/2006 15:30,147,1,100,3180
2/10/2006 15:45,123,1,100,3180
2/10/2006 16:00,119,1,100,3180
2/10/2006 16:15,114,1,100,3180
2/10/2006 16:30,102,1,100,3180
2/10/2006 16:45,115,1,100,3180
2/10/2006 17:00,124,1,100,3180
2/10/2006 17:15,110,1,100,3180
2/10/2006 17:30,111,1,100,3180
2/10/2006 17:45,140,1,100,3180
